"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
DF-186,Contract,"MINISTRY OF DEFENCE",Open,2024-09-09T12:39:54+01:00,"MOD Data Framework","This Procurement will establish a framework of multiple suppliers for the purchasing of supplier data.

The authority requires the purchase of data, in support of its Supply Chain Management, Development and Resilience activities. 
tender_413935/1313587,PreProcurement,"Ministry of Defence",Open,2024-02-12T16:24:11Z,"RN Develop Concept Cards - RFI0034","The Royal Navy are seeking information on products/ideas which are relevant to the themes and goals outlined in the Maritime Operating Concept (MarOpC); https://www.gov.uk/government/publications/maritime-operating-concept-maropc

If you have previously submitted a Concept Card, there is no need to do so again, your original submission will still be live in our system. However, if you think there has been any relevant developments since the concept was originally submitted then you may submit again, but please highlight the changes. You may submit more than one concept card, but if you do please make each one a separate attachment to your email.

Please use the layout attached to this notice.

The MarOpC includes a range of themes and goals, for example;

Pages 10 and 11 - MarOpC themes; Becoming a more Distributed Protean Force, Executing the Wise Pivot, Adopting a System of Systems approach.

Page 30 to 34 - Design principles for the Maritime Force

Page 52 to 55 - Capability Features of different Force Level Outputs

If you have any feedback on the concept card process, layout or this notice please send it to - NAVYCOMRCL-RFI@mod.gov.uk. The Concept Card process is a new idea and we are looking to improve the initial iteration and get industry insight.",,,"Any region","73410000 ",,NAVYCOMRCL-RFI@mod.gov.uk,"NCHQ, Whale Island",,Portsmouth,"P02 8BY",England,,,"20230831-Concept Cards -Industry Template with guidance-Vn1-O .pptx RFI0034 Concept cards V1.1 - O.docx ",,,01/01/1,01/01/1,20/12/2024,YES,tender_413935/1313587,Yes,Yes,No,,,,,,,,,," ",
tender_311589/1352396,Pipeline,"Ministry of Defence",Open,2024-05-08T13:52:41+01:00,"Joint Operational Fuel System - Support Extension (JOFS2-SE) PIN","Operational Infrastructure - Utilities is to deliver a support service for the Joint Operational Fuels System equipment on behalf of the MOD. The main requirement is for continued through life support of provided Government Furnished Assets (GFA), however equipment lost through attrition will require to be replaced to upkeep availability. The expected service includes: Responsibility as Design Organisation; Management of Equipment Safety; Post Design Services; Through life support including maintenance a supply of spares; User Single Point of Contact; Equipment transition, Exit management and potentially CONDO support to operations. Supported equipment includes: fuel pumps, power packs, pipework, storage tanks (rubber and containerised tanks), filtration systems, fuel blending rigs, environmental containment and clean up equipment. The Authority is prepared to work with a prime to deliver a full service. JOFS2-SE Support Extension is a Cat C Project which shall run for 5 years with options to extend by an additional 3 years. The estimated date for the Contract Notice to be published by end of 2024, and the estimated date for Full Service to start is August 2027. Additional Information: There may be a requirement to support future fuel related equipment",,,"South West","63733000 ","lisa powell",lisa.powell102@mod.gov.uk,"Abbey Wood Elm 1C #",,Bristol,"BS34 8JH",England,"'+44 3001647522",,,"https://contracts.mod.uk/go/48561286018F581690D8 ","OI/0063 - Joint Operational Fuel System 2 Support Extension (JOFS2-SE). New Contract for the provision of Contractor Logistics Support, supporting the current JOFS2 fleet of equipment.",02/08/2027,02/08/2032,01/01/1,NO,,No,No,No,,20000000,100000000,,,,,,," ",
"NNR19/0124 Holton Heath Sea Dump",Contract,"Natural England",Open,2024-10-02T14:01:17+01:00,"Holton Heath Contaminated Land Risk assessment","Contaminated Land Assessment for ex-MOD waste disposal site.",,,"South West","73210000 ","Julie Merrett",julie.merrett@naturalengland.org.uk,"Natural England, Avalon Marshes centre","Shapwick Road, Westhay",Glastonbury,"BA6 9TT",England,07920418784,,"LIT 63303 - Guided Buying Request for Quotation Holton Heath Contaminated Land Assessment.docx Order Form NE Standard Goods & Services Terms and Conditions Holton Heath CLA.docx NE_Commercial Response basic.docx LIT 63283 - Guided Buying_Specification template Holton Heath Contaminated Land Assessment.docx EDNNNR HH Sea Dump.png ",,"To apply for this opportunity you must submit your quotation meeting the requirements detailed in the Request for Quotation (RFQ) attached.
Your response must be sent to julie.merrett@naturalengland.org.uk 5pm on 25/10/24.

If you have any clarification questions linked to this opportunity or the procurement process please submit these via email to julie.merrett@naturalengland.org.uk. Please note that, unless commercially sensitive, both the question and the response will be circulated to all tenderers.",18/11/2024,28/02/2025,25/10/2024,NO,,Yes,No,No,Services,10000,35000,,,,,,,"OpenNonOJEU ",,17:00
711926450,Pipeline,"MINISTRY OF DEFENCE",Open,2024-06-24T12:20:32+01:00,"Sessional Medical Advisor for Army Personnel Centre Glasgow","The Army Disclosures is based in Kentigern House, Glasgow and is the principal custodian of all military records relating to Army Officers and other ranks who have completed or are serving their Military Service.
The function of Army Disclosures is to administer the release of Service Medical Documents.  These are released to the former Serviceperson, their General Practitioner (GP) or other authorised representatives on request. 

The services of one or more qualified Medical Professional are required on a sessional arrangement, on an ""ad-hoc"", as-and-when required basis, providing a Sessional Medical Advisor (SMA) service within the Army Disclosures. This ""ad-hoc"" will be at least one day a week, rising to more when required, on cases specified by the Army Disclosures Designated Officer or their Authorised Representatives. The delivery of this requirement can be done fully remote.

Further information will be uploaded onto the Defence Sourcing Portal soon.",,,"United Kingdom","85141000 ","Ana Cotfasa",ana.cotfasa100@mod.gov.uk,"MAIN BUILDING WHITEHALL",,LONDON,SW1A2HB,England,,,,,,01/04/2025,31/03/2030,01/12/2024,NO,,Yes,No,No,,2005000,,,,,,,,"OpenOJEU ",
tender_429831/1407613,Contract,CPS,Open,2024-09-23T16:41:05+01:00,"Digital Jury Bundles (Pilot / Implementation) - Software","This Procurement will establish a supplier Contract for the provision of The Digitalisation of Jury Bundles. 

The Contract will be for a period of 1 year with optional extensions for a further maximum of 3 x 12-month durations.

This Contract will be between the successful Supplier and the Authority. 

The Contract Digitalisation of Jury Bundles is for being offered under the Mid-Tier Terms and Conditions of contract which will govern any resultant Contract.

Tender documents, further information and bidding is all done through the CPS E-sourcing portal, Jaggaer (https://cps.bravosolution.co.uk/web/login.html). Potential bidders will need to register to find the ITT and documentation.

Please direct all queries through the Jaggaer poral.

CPS is seeking to provide Juries and other key participants in Crown Court trials with Jury bundles via a digital solution. Jury bundles contain the exhibits that Prosecution & Defence Counsel intend to refer to during the trial. These are usually documentary exhibits such as telephone records, transcripts of the defendant's police interview, diagrams and photographs. The intention is to pilot the developed solution. After a full evaluation and benefits realisation analysis of this pilot, a decision at sole buyer discretion will be made with a view to proceed  to a national rollout to the 80+ Crown Court sites across England and Wales.
CPS is seeking to procure through this exercise - 
-	Software Solution
o	Digital Jury Bundle software - a Commercial Off The Shelf (COTS) solution, capable of having up to 30,000 users (Jurors & Court professionals) using the solution concurrently. 
	Pilot stage will have up to 1000 users
	Subsequent roll out stages will then increase users incrementally to national roll out with buyers discretion to proceed at each stage after initial pilot 
o	Support to enable digital transfer of jury bundle from either CMS / DCS (API creation)
o	Service support for software incidents. 


-	Implementation & Evaluation Solution
o	Implementation support - including planning, key delivery dates and milestones.
o	Design and provision of training materials bespoke to individual user roles - including accessible & Welsh language versions 
o	Evaluation of individual pilot stages & overall pilot
o	Benefits realisation to identify and track proposed benefits, in pilot  stage and subsequent possible roll out and beyond
o	On-location support during pilot and possible rollout phases for limited period at each site

A separate procurement exercise is being held for the hardware aspect of the solution (and service support for that hardware).",,,"Any region","48000000 48517000 72000000 72261000 72263000 ",,commercialsoftware@cps.gov.uk,"102 Petty France",,London,"SW1H 9EA",England,,,,,,16/12/2024,15/12/2025,17/10/2024,NO,,Yes,Yes,No,Services,1000000,,,,,,,,"OpenOJEU ",,17:00
tender_466079/1407507,Pipeline,"Leidos Supply",Open,2024-09-23T15:06:11+01:00,"LSL/MED/0185 The Supply of Russel Chest Seal","Team Leidos are proud to be delivering the logistics commodities and services transformation (LCS(T)) Delivery partner contracts (LCS (T)/0001 dated 16.4.2015) on behalf of the UK Ministry of Defence (the 'Prime Contract'). Delivery of other parts of the LCS(T) contract are delivered by Leidos Europe Ltd (LEL) and other partners (together 'Team Leidos').
Team Leidos wishes to stimulate interest, information and views across the market for the fulfilment of this requirement via this PIN.

This prior information notice is not a means to submit a formal expression of interest in respect of any potential tender. Any resultant requirement will be subject to the Public Procurement Regulations and respective advertising action.

Please note all information provided to organisations or individuals that respond to this notice should be treated as Confidential, and not shared further without express written permission from Leidos Supply Ltd. 

Team Leidos would like to make interested suppliers aware that it intends to tender the requirement for the supply of Russell Chest Seal (NSN- 6510-99-490-5137), with a view to awarding a contract that is due to commence during 2025 for a period of up to 4 years.

Team Leidos require the Russell Chest Seal only due to the critical to life nature of this equipment and advice taken from key stakeholders within the Authority.
PCR 2015 at Section 5, Technical Specifications, 42 - (5) required characteristics may include testing and test methods and (12) technical specification to refer to a specific make or source is justified by the subject matter of the contract.

If interested, Suppliers must/may respond to this PIN [with basic details regarding their company (i.e. where you are based, where you source your goods, who you supply similar items for, etc.)].

Please note: this PIN is for information only (market research) and is not a pre-qualification exercise. 

In addition, please note that as a framework agreement there is no guarantee of business.",,,"Any region","33000000 33140000 33141110 33141111 33141112 ","Macy Johnson",macy.johnson248@teamleidos.mod.uk,"8 Monarch Court, The Brooms, Emerson Green",,Bristol,"BS16 7FH",England,,https://leidos-supply.app.jaggaer.com,,,"In April 2015 the MOD signed a thirteen year contract with Leidos Europe Ltd to provide the procurement and inventory management of commodity items (as well as the storage and distribution services) historically provided in-house by the Logistic Commodities and Services Operating Centre. Leidos, working with the MOD, will transform the way these services are delivered to ensure requirements continue to be met whilst providing best value for money for the department. The organisation delivering these services is known as Team Leidos. Team Leidos would like to make interested suppliers aware that it intends to invite tenders for its supply and delivery of Russel Chest Seal.",07/06/2025,06/06/2028,01/01/1,NO,,Yes,No,No,,2000000,5000000,,,,,,," ",
tender_445526/1386829,PreProcurement,"Home Office",Open,2024-09-20T11:51:56+01:00,"Aerial Surveillance Service","The Joint Maritime Security Centre (JMSC) delivers accurate and real time Maritime Domain Awareness (MDA)  for the UK Government maritime security stakeholders. This MDA is facilitated by the Royal Navy Maritime Domain Awareness Programme (RN MDAP).

JMSC provides the UK's maritime Common Operating Picture (COP) to all non-Defence users through the RN MDAP. The COP provides accurate and timely situational awareness to decision makers across government and operational agencies. Delivery of the COP requires a layered, pervasive, and non-pervasive data collection capability at multiple fixed and mobile sites to deliver accurate and timely information about users and activities within the UK Marine Area. The data layer from shore-based systems is limited to a few tens of miles from the sensor installations hence there are large areas of the UK Exclusive Economic Zone (UKEEZ) that require alternative aerial surveillance to provide data to the COP. The aerial surveillance is the subject of this notice. A map of the UK EEZ is available here https://data.admiralty.co.uk/portal/apps/sites/#/marine-data-portal.

To date the JMSC has utilised the services of the Maritime and Coast Guard Agency and Marine Scotland to acquire aerial surveillance data.  However, the JMSC is now seeking to engage with a commercial aviation organisation to replace this current arrangement and provide the JMSC with the required levels of aerial surveillance as a fully managed service, including day and night imagery covering the UK EEZ.

The aerial surveillance service provider will be expected to perform covert and non-covert surveillance sorties across all areas of the UK EEZ using either rotary, fixed wing manned or unmanned aircraft to locate and identify targets including vessels that are not broadcasting an Identification Signal. Aircraft sensor fit shall include Radar and Electro Optical Infrared (EO/IR) with cost-effective communication systems to allow the provision of the surveillance data to the JMSC in as near real time as practicable.

The potential length of this contract will be 3 to 5 years in total (including any extension periods), with an estimated total value of up to £19 million if the contract is awarded for 5 years.

The purpose of this market engagement is to assess the interest and capability of the market to meet the requirement and is not a call for competition and as such potential providers will need to express an interest in any future tender opportunity once a notice is published in Contracts Finder. It should also be noted that this notice invites individuals and organisations to express an interest in this market engagement exercise only and is NOT part of any pre-qualification or selection process. What to do to express an interest in this opportunity is contained within the Notes section of this notice.",,,"Any region","34711100 34711110 34711200 34711300 34711400 35611600 35721000 ","Daren Mills",daren.mills1@homeoffice.gov.uk,"2 Marsham Street",,London,"SW1P 4DF",England,,,,,"The Joint Maritime Security Centre would like to engage with suppliers to determine the level of interest, capacity and capability to meet the requirement.

They would also like to establish the most cost effective way to deliver the requirements, including any alternative or creative solutions.

To do this, they would like to engage with the market by inviting interested suppliers to a market engagement event, where the Authority will present their requirements. This will be followed by further market engagement which is yet to be determined but is likely to take the form of a questionnaire, followed by individual meetings with interested suppliers.

It is important to note that this notice is not a call for competition and as such potential providers will need to express an interest in any future tender opportunity once a notice is published.

It should also be noted that this notice invites individuals and organisations to express an interest in this market engagement exercise only. It is not a pre-qualification questionnaire, and is not part of any pre-qualification or selection process.

1. To express an interest, participants must first be registered on the Home Office e-Sourcing Portal. If you have not yet registered, this can be done online at https://homeoffice.app.jaggaer.com/web/login.html by following the &apos;Register Here&apos; link . Please note that, to register, you must have a valid DUNS number (as
provided by Dun and Bradstreet) for the organisation which you are registering and who will be entering into a contract if invited to do so.

2. Once registered on the Home Office e-Sourcing Portal, potential suppliers, who believe they are able to offer the required services, are requested to send an expression of interest to the JMSC procurement inbox procurementjmsc@homeoffice.gov.uk by 4th October 2024. The subject title of the email should read Aerial Surveillance Service - Expression of Interest, and the email should confirm your organisation&apos;s name, Jaggaer registration number, one contact name, one e-mail address and one telephone number. These contact details must be those used to register on the Home Office e-Sourcing Portal.

Once the above two steps are completed, invitations will be made available via the portal, subject to parties signing a Non-Disclosure Agreement (NDA).

The current expected date for the Virtual Engagement Event/Industry Day is during October 2024, but the precise date is to be confirmed. 

The Authority has determined that the likely procurement route will be via a further competition using the Crown Commercial Service Space Enabled and Geospatial Services RM6235 Dynamic Purchasing System https://www.crowncommercial.gov.uk/agreements/RM6235, so any potential bidders will need to be registered on this Dynamic Purchasing System when the Authority commences their shortlisting/tendering process, potentially in December 2024.",01/01/1,01/01/1,04/10/2024,NO,,Yes,No,No,,,,,,,,,," ",
PRJ2053,PreProcurement,"N E L Commissioning Support Unit",Open,2024-09-03T16:35:09+01:00,"Liaison and Diversion Service - Market Engagement Event","NHS England hereafter referred to as ""the Authority"" are seeking to recommission the pan London Liaison and Diversion Service hereafter referred to as ""the service."" The service, identifies people who have mental health, learning disability, neurodiverse needs, substance misuse or other vulnerabilities when they first come into contact with the criminal justice system as suspects, defendants or offenders. The service can then support people through the early stages of criminal system pathway, refer them for appropriate health or social care or enable them to be diverted away from the criminal justice system into a more appropriate setting, if relevant. The service aims to improve overall health outcomes for people and to support people in the reduction of re-offending. It also aims to identify vulnerabilities in people earlier on which reduces the likelihood that people will reach a crisis-point and helps to ensure the right support can be put in place from the start. 

The service model has four distinct steps - identification, screening, assessment and referral to other services. For those who need additional support, the service will have a community outreach team consisting of community link and peer support workers. 

The service will also share appropriate information with criminal justice partners (Police, Crown Prosecution Service, the judiciary both Crown and Magistrates, defence community and Probation) to help inform their decision making.
 
The service would be expected to work closely with relevant health services across London including Mental Health Treatment Requirement providers, Substance Misuse Services, Housing and accommodation providers, women services etc. The service will work with the Metropolitan Police Service, City of London Police and British Transport Police across London and be based in all their custody suites; it will also be based in all the London Magistrates' Courts and Crown Courts during their operating hours.

The Authority would like to hold a Market Engagement event to inform the market of its intentions to commission a pan London Liaison and Diversion Service.

The Authority plans to hold an online interactive engagement event on Thursday, 10 October 2024 from 12:00 to 13:30 to provide further information about the procurement, including:
• an overview of the proposed services to be provided
• details of the anticipated contract type, length and particular conditions
• an overview of the procurement process and the anticipated timeline

The authority intends to divide London into two Lots:
Lot 1 - North West London, North Central London and North East London (based on the ICBs geographical footprint).

Lot 2 - South West London and South East London (based on the ICBs geographical footprint).",,,London,"85100000 ","Khadijah Yasmin",khadijah.yasmin@nhs.net,"Unex Tower","7 Station Road",London,"E15 1DA",England,'+447769089092,,,"https://forms.office.com/e/tNcaQca2Ss ","The NHS London Commercial Hub (LCH), hosted by NHS North East London ICB is managing this Market Engagement process on behalf of NHS England (London Region).",,,03/10/2024,NO,,Yes,Yes,No,,,,,,,,,," ",
tender_407935/1403654,Pipeline,"Ministry of Defence",Open,2024-09-20T14:07:44+01:00,"710338451 ALT PNT RFI","Following on from our recent Industry Day on 1st March 2024, and subsequent update provided in June 2024, we thank you again for the engagement and RFI information provided, this has helped to steer our planning for the next stage of the Alt PNT project. The requirements for ALT PNT is still evolving, we have decided as we want to progress activities we are taking a measured approach at this stage, and focusing on Deployable eLoran technologies only at this time , we therefore are seeking RFI responses to support us in progressing this project.  

Please see attachment associated with this notice.",,"BS34 8JH","South West","38112100 ",,DESSpace-Comrcl@mod.gov.uk,"MOD Abbey Wood",,Bristol,"BS34 8JH",England,,,"20240920_Alt PNT_ RFI.pdf 20240920_Alt PNT_ RFI_1.pdf ",,,17/11/2025,31/12/2026,01/01/1,YES,tender_407935/1301360,Yes,Yes,No,,52000000,70000000,,,,,,," ",
tender_466024/1409032,Contract,"Ministry of Defence",Open,2024-09-26T15:15:19+01:00,"ADR 3.5t Curtain Sided Van with Tail Lift","ADR 3.5t Curtain Sided Van with Tail Lift",,,"South West","34136200 ","David Blackmore",dblackmore@dstl.gov.uk,"DSTL Porton Down",,Salisbury,"SP4 0JQ",England,,,,"https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58792 https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58792 ",,11/11/2024,31/03/2025,22/10/2024,NO,,Yes,No,No,Products,100000,,,,,,,,"OpenOJEU ",,17:00
tender_460305/1400573,Contract,"Ministry of Defence",Open,2024-09-19T10:32:03+01:00,"710841450 - The Purchase of Ballistics, Firearms and Public Order Equipment by British Forces Cyprus (BFC)","This requirement is for the purchase of Ballistics, Firearms and Public Order Equipment by British Forces Cyprus (BFC). 

The requirement is for the supply of Ballistics, Firearms and Public Order Equipment by BFC over a 4-year period. Delivery is required to the Authority within 5 months of an order demand being placed. Commercial delivery to BFC within the Republic of Cyprus must be available.

Funding has been approved for the first year of the requirement.

Contract option years 1-3 are unfunded at this stage and will be subject to financial approval and contract amendment.",,"BS34 8JH","Any region","35815100 ",,frances.booth100@mod.gov.uk,"Ministry of Defence",,"HQ BFC, Episkopi Garrison","BF1 2AS",England,,,,,,19/11/2024,18/11/2025,22/10/2024,NO,,Yes,No,No,Products,1365000,,,,,,,,"OpenOJEU ",,11:00
tender_463252/1405665,Contract,"Ministry of Defence",Open,2024-09-17T17:48:24+01:00,"Drone Capability Coalition - Operational Drone-Interceptors","The Operational Drone Interceptor ITT aims to procure up to 5 different batches of operational drone-interceptors, consisting of 2 complete systems (5 opposing UAS defeats per system) including all ground elements (e.g. 2 systems = x2 ground elements), which will be tested by the International Drone Capability Coalition. The intent is that, following testing, platforms that meet the requirements will be considered for a potential future production contract (circa 200 opposing UAS defeats per month).

The systems must be produced and dispatched for testing within 6 weeks of contract award. Bidders are to ensure that their system meets all qualification questions & entry criteria prior to submitting their proposal.",,,"Any region","35613100 ",DE&S,DESFCG-Comrcl@mod.gov.uk,"MOD Abbey Wood South, 1261, Spruce 2B",,Bristol,"BS34 8JH",England,,,,"https://contracts.mod.uk/go/37033055019200E0B1B6 ",,13/12/2024,31/01/2025,11/11/2024,NO,,Yes,No,No,Products,2250000,,,,,,,,"RestrictedOJEU ",,17:00
tender_463217/1405644,Contract,"Ministry of Defence",Open,2024-09-17T17:42:03+01:00,"Drone Capability Coalition - Large FPV UAS","The Large First Person View Drone ITT aims to procure up to 15 batches of first-person view drones, consisting of 20 drones each and potential associated options, capable of carrying a 5kg+ payload , which will be tested by the Drone Capability Coalition. The intent is that, following testing, platforms that meet the requirements will be considered for a potential future production contract (up to circa 500 drones per month).
 
The systems must be produced and dispatched for testing within 4 weeks of contract award. Bidders are to ensure that their system meets all qualification questions & entry criteria prior to submitting their proposal.
 
The Bidder is expected to factor in a nominal cost for packaging and exportation of goods to Latvia. Further details of exact location will be provided during the ITT process. Tenderers will submit proposals under this tender in order to secure funding to provide the requested number of drones, including ground-control station and ancillaries. These systems will then be tested and evaluated (up to a 3 month period). These findings will inform future requirements with the potential to lead to large-scale production contracts (subject to further contract).",,,"Any region","35613100 ",DE&S,DESFCG-Comrcl@mod.gov.uk,"MOD Abbey Wood South, 1261, Spruce 2B",,Bristol,"BS34 8JH",England,,,,"https://contracts.mod.uk/go/22613869019200D8F688 ",,15/11/2024,31/12/2024,14/10/2024,NO,,Yes,No,No,Products,2250000,,,,,,,,"RestrictedOJEU ",,17:00
tender_465200/1405435,Contract,"Ministry of Defence",Open,2024-09-17T16:36:24+01:00,"Production of recombinant antibodies and associated materials - CF","Dstl has a requirement to access commercially available services related to the production and purification of recombinant antibodies, associated molecular biology services, as well as infrequently accessed, or emerging technologies in this general area. 

All aspects of the requirement are described as optional work packages, with an estimated volume of work provided in good faith, but without commitment.",,"SP4 0JQ","South West","73111000 ",,phart@dstl.gov.uk,"Dstl Porton Down",,Salisbury,"SP4 0JQ",England,,,,,,02/12/2024,30/11/2028,31/10/2024,NO,,No,No,No,Services,400000,,,,,,,,"OpenNonOJEU ",,12:00
tender_447050/1374921,Contract,"Ministry of Defence",Open,2024-09-11T17:34:14+01:00,"The Provision of NFS Engineering Support","The Provision of NFS Engineering Support
All responses are to be made via the DSP.",,,"Any region","71300000 ",,Army-Comrcl-Procure-FA-Mailbox@mod.gov.uk,"Army Commercial",,Andover,"SP11 8HJ",England,,https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58425,"20240911-712071450-03.1.Ltr and SRGS.docx 20240911-712071450-03.2.offline_eval_explanation_of_SAQ.docx 20240911-712071450-05.01.ITT_Docs.docx 20240911-712071450-05.02.DEF_47_Ltr.docx 20240911-712071450-05.03.DEF_47.docx 20240911-712071450-05.04.DEF_47_App_1_Sect_D_Eval_Process.docx 20240911-712071450-05.05.DEF_47_App_2_Sect_D_Worked_Example.docx 20240911-712071450-05.06.DEF_47_Anx_B_CQ.docx 20240911-712071450-05.07.DEF_47_Anx_C_Mand_Info.docx 20240911-712071450-05.08.DEF_47_Anx_D_ROR.docx 20240911-712071450-05.09.SC2.docx 20240911-712071450-05.10.SC2_Sch_1_13.docx 20240911-712071450-05.11.SC2_Sch_2_Anx_A_SOR.docx 20240911-712071450-05.11.SC2_Sch_2_Anx_B_SRD.docx 20240911-712071450-05.11.SC2_Sch_2_Anx_C_Pricing.docx ",,,16/01/2025,31/01/2028,11/10/2024,NO,,Yes,Yes,No,Services,5959000,,,,,,,,"OpenNonOJEU ",,12:00
tender_464015/1403009,PreProcurement,"Ministry of Defence",Open,2024-09-10T12:08:00+01:00,"RFI0046 - Generation 4 Nuclear Technologies for Integration onto Surface Ships","This is a Request for Information (RFI), not a tendering opportunity.

The Royal Navy (RN) is seeking information regarding the integration of Generation 4 nuclear technologies  for surface ship employment. Exploring scopes for alternative energy paradigms the Royal Navy is gathering information on various energy solutions for powering large surface ships. Substantial questions remain over the integration of both larger generation 4 reactors, and micro modular reactors onto surface platforms. This RFI seeks to understand industry considerations for these technologies.

Please see the attached document for further information.",,,"Any region","73424000 ",,navycomrcl-rfi@mod.gov.uk,"NCHQ, Leach Building, Whale Island",,Portsmouth,"P02 8BY",England,,,"RFI0046 - Generation 4 Nuclear Technologies For Surface Ship Employment.docx ","https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58715 ",,01/01/1,01/01/1,09/10/2024,NO,,Yes,No,No,,,,,,,,,," ",
tender_455563/1401896,Contract,"Ministry of Defence",Open,2024-09-05T14:54:07+01:00,"712147453 - Provision of a Road Transportable Army Engagement Capability","The Army requires a mobile engagement capability
to engage to recruit the UK main target audience
(14-30-year-olds) at UK national and regional
events and activities.
This capability must be able to work in isolation or
act as a centrepiece for a larger engagement
delivery setup. It must also be possible to remove
elements to provide a &apos;stripped-down&apos; capability (i.e.
deploy discrete parts of the capability in the
absence of the main vehicle).",,,"Any region","79342200 ",,lucy.matthews153@mod.gov.uk,"Army Headquarters",,Andover,"SP11 8HJ",England,,,,"https://contracts.mod.uk/go/326217100191C23E2323 https://contracts.mod.uk/go/828780910191C253A32B ",,01/01/2025,31/12/2027,18/10/2024,NO,,Yes,No,No,Services,883462,,,,,,,,"OpenOJEU ",,23:59
tender_459271/1401448,Contract,"Ministry of Defence",Open,2024-09-04T15:59:26+01:00,"RNAS Yeovilton Temporary Hangar","Construction of a Temporary Hangar for RNAS Yeovilton.",,,"South West","45213351 45216200 ","Joshua Price",joshua.price211@mod.gov.uk,NCHQ,,Portsmouth,"PO2 8BY",England,,,"20240904 - 712460451 - SC2 Tender Competition.pdf ",,,21/10/2024,31/03/2025,04/10/2024,NO,,Yes,Yes,No,Works,666000,,,,,,,,"OpenOJEU ",,10:00
tender_431140/1399154,Contract,"Ministry of Defence",Open,2024-08-29T13:49:16+01:00,"The Delivery of Apprenticeships to the Royal Armoured Corps and the Royal Army Veterinary Corps","This contract is for the provision of a supplier to deliver Apprenticeships to Service Personnel of the The Royal Armoured Corps (RAC) and The Royal Army Veterinary Corps ( RAVC).
The Army Apprenticeship Programme (AAP) delivers apprenticeship training to Soldiers of the British Army. The Authority is seeking Service Providers to support delivery of the apprenticeship to the AGC and RMP. The Contract duration will be 6 years from 01 August 2025 (Subject to continued provision of apprenticeship levy or Education & Skills Funding Agency (ESFA) funding).",,,"Any region","80000000 ",,ArmyComrcl-Procure-AAP-Mailbox@mod.gov.uk,"Army Commercial | Army Headquarters | Zone 2.N | Second Floor | Blenheim Building | Marlborough Lines | Monxton Road",,Andover,"SP11 8HT",England,,https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58662,,,,01/08/2025,31/07/2031,17/10/2024,NO,,Yes,Yes,No,Services,0,11211090,,,,,,,"OpenOJEU ",,17:00
tender_431158/1399161,Contract,"Ministry of Defence",Open,2024-08-29T13:46:49+01:00,"he Delivery of Apprenticeships to the Royal Military Police and the Adjutant General Corps (Staff and Personnel Support)","This contract is for the provision of a supplier to deliver Apprenticeships to Service Personnel of the Adjutant General's Corps Staff and Personnel Services Branch, (SPS) and Royal Military Police combined contract (RMP)
The Army Apprenticeship Programme (AAP) delivers apprenticeship training to Soldiers of the British Army. The Authority is seeking Service Providers to support delivery of the apprenticeship to the RMP and AGC (SPS). The Contract duration will be 6 years from 01 August 2025 (Subject to continued provision of apprenticeship levy or Education & Skills Funding Agency (ESFA) funding).",,,"Any region","80000000 ",,ArmyComrcl-Procure-AAP-Mailbox@mod.gov.uk,"Army Commercial | Army Headquarters | Zone 2.N | Second Floor | Blenheim Building | Marlborough Lines | Monxton Road",,Andover,"SP11 8HT",England,,https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58661,,,,01/08/2025,31/07/2031,17/10/2024,NO,,Yes,Yes,No,Services,0,91980000,,,,,,,"OpenOJEU ",,17:00
tender_431159/1399156,Contract,"Ministry of Defence",Open,2024-08-29T13:46:46+01:00,"The Delivery of Apprenticeships to the Royal Logistics Corps and the Catering Training Wing","Royal logistics Corps (RLC)and The Catering Training Wing (CTW) combined contract.
The Army Apprenticeship Programme (AAP) delivers apprenticeship training to Soldiers of the British Army. The Authority is seeking Service Providers to support delivery of the apprenticeship to the RLC and  CTW. The Contract duration will be 6 years from 01 August 2025 (Subject to continued provision of apprenticeship levy or Education & Skills Funding Agency (ESFA) funding).",,,"Any region","80000000 ",,ArmyComrcl-Procure-AAP-Mailbox@mod.gov.uk,"Army Commercial | Army Headquarters | Zone 2.N | Second Floor | Blenheim Building | Marlborough Lines | Monxton Road",,Andover,"SP11 8HT",England,,https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=58659,,,,01/08/2025,31/07/2031,17/10/2024,NO,,Yes,Yes,No,Services,0,23241041,,,,,,,"OpenOJEU ",,17:00
